0,0
1.5e-06,3.125e-08
5.996e-06,1.30976e-07
1.3484e-05,3.05123e-07
2.396e-05,5.59614e-07
3.742e-05,9.00343e-07
5.38601e-05,1.33318e-06
7.32762e-05,1.86397e-06
9.56643e-05,2.49854e-06
0.000121021,3.24268e-06
0.000149341,4.10216e-06
0.000180621,5.08272e-06
0.000214858,6.19009e-06
0.000252046,7.42997e-06
0.000292183,8.80802e-06
0.000335264,1.03299e-05
0.000381285,1.20012e-05
0.000430243,1.38276e-05
0.000482133,1.58146e-05
0.000536951,1.79678e-05
0.000594693,2.02926e-05
0.000655356,2.27947e-05
0.000718935,2.54794e-05
0.000785427,2.83523e-05
0.000854828,3.14188e-05
0.000927132,3.46842e-05
0.00100234,3.8154e-05
0.00108044,4.18335e-05
0.00116144,4.5728e-05
0.00124532,4.9843e-05
0.00133209,5.41835e-05
0.00142174,5.87551e-05
0.00151426,6.35628e-05
0.00160966,6.86119e-05
0.00170793,7.39075e-05
0.00180907,7.9455e-05
0.00191306,8.52594e-05
0.00201991,9.13258e-05
0.00212962,9.76594e-05
0.00224217,0.000104265
0.00235757,0.000111148
0.00247582,0.000118314
0.0025969,0.000125767
0.00272081,0.000133512
0.00284755,0.000141554
0.00297712,0.000149899
0.00310951,0.000158551
0.00324472,0.000167516
0.00338275,0.000176797
0.00352358,0.0001864
0.00366722,0.000196329
0.00381367,0.000206591
0.00396291,0.000217188
0.00411494,0.000228127
0.00426977,0.000239412
0.00442739,0.000251047
0.00458778,0.000263037
0.00475096,0.000275388
0.00491691,0.000288103
0.00508563,0.000301188
0.00525713,0.000314646
0.00543138,0.000328483
0.00560839,0.000342703
0.00578816,0.000357311
0.00597069,0.000372311
0.00615596,0.000387708
0.00634397,0.000403506
0.00653472,0.00041971
0.00672822,0.000436324
0.00692444,0.000453353
0.00712339,0.000470801
0.00732507,0.000488672
0.00752947,0.000506971
0.00773659,0.000525703
0.00794642,0.000544871
0.00815895,0.00056448
0.0083742,0.000584534
0.00859215,0.000605037
0.00881279,0.000625995
0.00903613,0.00064741
0.00926216,0.000669287
0.00949087,0.000691631
0.00972227,0.000714446
0.00995635,0.000737735
0.0101931,0.000761503
0.0104325,0.000785754
0.0106746,0.000810492
0.0109194,0.000835722
0.0111668,0.000861447
0.0114169,0.000887671
0.0116696,0.000914398
0.0119249,0.000941633
0.012183,0.000969379
0.0124436,0.00099764
0.0127069,0.00102642
0.0129728,0.00105572
0.0132414,0.00108556
0.0135126,0.00111592
0.0137864,0.00114681
0.0140628,0.00117825
0.0143418,0.00121023
0.0146235,0.00124275
0.0149077,0.00127583
0.0151946,0.00130946
0.015484,0.00134364
0.015776,0.00137839
0.0160707,0.00141371
0.0163679,0.00144959
0.0166677,0.00148604
0.0169701,0.00152307
0.0172751,0.00156069
0.0175826,0.00159888
0.0178927,0.00163766
0.0182054,0.00167704
0.0185206,0.00171701
0.0188384,0.00175757
0.0191587,0.00179874
0.0194816,0.00184051
0.0198071,0.00188289
0.020135,0.00192589
0.0204656,0.0019695
